PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL
293,Set 3 - Third Party,THIRD-PARTY (SSH jar),sshj-0.35.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:net\.schmizz|net\.schmizz\.sshj|net\.schmizz\.sshj\.transport|com\.hierynomus\.sshj|net\.schmizz\.sshj\.userauth|net\.schmizz\.sshj\.connection|net\.schmizz\.sshj\.common|net\.schmizz\.sshj\.connection\.channel|net\.schmizz\.sshj\.sftp|com\.hierynomus\.sshj\.transport)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:net\.schmizz|net\.schmizz\.sshj|net\.schmizz\.sshj\.transport|com\.hierynomus\.sshj|net\.schmizz\.sshj\.userauth|net\.schmizz\.sshj\.connection|net\.schmizz\.sshj\.common|net\.schmizz\.sshj\.connection\.channel|net\.schmizz\.sshj\.sftp|com\.hierynomus\.sshj\.transport)\.)|(?:\b(?:net\.schmizz|net\.schmizz\.sshj|net\.schmizz\.sshj\.transport|com\.hierynomus\.sshj|net\.schmizz\.sshj\.userauth|net\.schmizz\.sshj\.connection|net\.schmizz\.sshj\.common|net\.schmizz\.sshj\.connection\.channel|net\.schmizz\.sshj\.sftp|com\.hierynomus\.sshj\.transport)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,66,7,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P089,UT089,7
294,Set 3 - Third Party,THIRD-PARTY (SSO jar),SSOapiBean_client.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.gelife|com\.gelife\.base|com\.gelife\.sso|com\.gelife\.sso\.common|com\.gelife\.base\.util|com\.gelife\.base\.common|com\.gelife\.base\.i18n|com\.gelife\.sso\.GELsso|com\.gelife\.sso\.event|com\.gelife\.base\.i18n\.MessageBundle\$EmptyResourceBundle)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.gelife|com\.gelife\.base|com\.gelife\.sso|com\.gelife\.sso\.common|com\.gelife\.base\.util|com\.gelife\.base\.common|com\.gelife\.base\.i18n|com\.gelife\.sso\.GELsso|com\.gelife\.sso\.event|com\.gelife\.base\.i18n\.MessageBundle\$EmptyResourceBundle)\.)|(?:\b(?:com\.gelife|com\.gelife\.base|com\.gelife\.sso|com\.gelife\.sso\.common|com\.gelife\.base\.util|com\.gelife\.base\.common|com\.gelife\.base\.i18n|com\.gelife\.sso\.GELsso|com\.gelife\.sso\.event|com\.gelife\.base\.i18n\.MessageBundle\$EmptyResourceBundle)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,97,18,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,(blank),GE INTERNAL JAR (to discuss with ge team to provide new JAR works on both JDK or only JDK21),to verify runtime - New JAR & API ?,to verify runtime - ExitingAPI / NewAPI ?,Dual-Review,(blank),(blank),P090,UT090,18
298,Set 3 - Third Party,THIRD-PARTY (STRUTS NES jar),struts.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.struts|org\.apache\.struts\.taglib|org\.apache\.struts\.taglib\.nested|org\.apache\.struts\.tiles|org\.apache\.struts\.taglib\.html|org\.apache\.struts\.action|org\.apache\.struts\.taglib\.tiles|org\.apache\.struts\.config|org\.apache\.struts\.taglib\.logic|org\.apache\.struts\.taglib\.bean)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.struts|org\.apache\.struts\.taglib|org\.apache\.struts\.taglib\.nested|org\.apache\.struts\.tiles|org\.apache\.struts\.taglib\.html|org\.apache\.struts\.action|org\.apache\.struts\.taglib\.tiles|org\.apache\.struts\.config|org\.apache\.struts\.taglib\.logic|org\.apache\.struts\.taglib\.bean)\.)|(?:\b(?:org\.apache\.struts|org\.apache\.struts\.taglib|org\.apache\.struts\.taglib\.nested|org\.apache\.struts\.tiles|org\.apache\.struts\.taglib\.html|org\.apache\.struts\.action|org\.apache\.struts\.taglib\.tiles|org\.apache\.struts\.config|org\.apache\.struts\.taglib\.logic|org\.apache\.struts\.taglib\.bean)\.[A-Za-z_$][\w$]*\b)",High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5,94,7314,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 4,(blank),NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-FrameworkMigration,(blank),(blank),P091,UT091,7314
299,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan-2.7.3.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)\.)|(?:\b(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,31,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P092,UT092,14
300,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan-j_2_6_0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)\.)|(?:\b(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,32,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P093,UT093,14
301,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)\.)|(?:\b(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,30,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P094,UT094,14
302,Set 3 - Third Party,THIRD-PARTY (XML jar),xerces.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)\.)|(?:\b(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,33,5,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P095,UT095,5
303,Set 3 - Third Party,THIRD-PARTY (XML jar),xi_databinding.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ebao\.ls\.ih\.eai)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ebao\.ls\.ih\.eai)\.)|(?:\b(?:com\.ebao\.ls\.ih\.eai)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,106,5158,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,"jakarta.xml.bind-api-4.0.0.jar,jaxb-runtime-4.0.0",SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P096,UT096,5158
306,Set 3 - Third Party,THIRD-PARTY (XML jar),xstream-1.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)\.)|(?:\b(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,65,25,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P097,UT097,25
307,Set 3 - Third Party,THIRD-PARTY (XML jar),xstream-SNAPSHOT.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)\.)|(?:\b(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,29,25,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Replace-PreRelease,(blank),(blank),P098,UT098,25
308,Set 3 - Third Party,THIRD-PARTY (HTTP jar),yc-httpclient-3.3.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.httpclient|org\.apache\.commons\.httpclient\.methods|org\.apache\.commons\.httpclient\.cookie|org\.apache\.commons\.httpclient\.auth|org\.apache\.commons\.httpclient\.util|org\.apache\.commons\.httpclient\.protocol|org\.apache\.commons\.httpclient\.params|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionWithReference|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionAdapter|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$ReferenceQueueThread)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.httpclient|org\.apache\.commons\.httpclient\.methods|org\.apache\.commons\.httpclient\.cookie|org\.apache\.commons\.httpclient\.auth|org\.apache\.commons\.httpclient\.util|org\.apache\.commons\.httpclient\.protocol|org\.apache\.commons\.httpclient\.params|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionWithReference|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionAdapter|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$ReferenceQueueThread)\.)|(?:\b(?:org\.apache\.commons\.httpclient|org\.apache\.commons\.httpclient\.methods|org\.apache\.commons\.httpclient\.cookie|org\.apache\.commons\.httpclient\.auth|org\.apache\.commons\.httpclient\.util|org\.apache\.commons\.httpclient\.protocol|org\.apache\.commons\.httpclient\.params|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionWithReference|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionAdapter|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$ReferenceQueueThread)\.[A-Za-z_$][\w$]*\b)",Medium,HTTP Client Migration,Dual-runtime: migrate from HttpClient 3.x APIs to HttpClient 4.5.x/5.x (Java 8+); refactor code; test on both runtimes.,Refactor,Replace API usages; verify timeouts/pooling/TLS.,Medium,1.5,90,12,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 3,(blank),NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-HttpClient-Refactor,(blank),(blank),P099,UT099,12
6,Set 2,CORE (JAVA-API - Utility),BASE64 Encoder,Internal APIs (CRITICAL - sun.* packages),sun\.misc\.BASE64Encoder,Critical,Internal APIs,Replace sun.misc.BASE64Encoder with java.util.Base64 (available in Java 8+): Base64.getEncoder().encodeToString(bytes),Auto-Refactor,Mechanical refactor; works on both JDK 8 and JDK 21.,Low,0.25,150,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Safe-Base64,NA,NA,NA,NA,0
7,Set 2,CORE (JAVA-API - Utility),BASE64 Decoder,Internal APIs (CRITICAL - sun.* packages),sun\.misc\.BASE64Decoder,Critical,Internal APIs,Replace sun.misc.BASE64Decoder with java.util.Base64 (available in Java 8+): Base64.getDecoder().decode(encoded),Auto-Refactor,Mechanical refactor; works on both JDK 8 and JDK 21.,Low,0.25,151,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Safe-Base64,NA,NA,NA,NA,0
8,Set 2,CORE (JAVA-API - Internal),Unsafe,Internal APIs (CRITICAL - sun.* packages),sun\.misc\.Unsafe,Critical,Internal APIs,Use VarHandle or Atomic classes,Manual-API-Change,Replace with VarHandle/Atomic or redesign for safe concurrency.,High,3,152,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Unsafe-Refactor,NA,NA,NA,NA,0
9,Set 2,CORE (JAVA-API - XML),XML APIs,Internal XML APIs,com\.sun\.org\.apache\.xerces,High,Internal APIs,Use standard JDK XML APIs or Apache Xerces,Manual-Remove/Replace,Remove internal parser usage; depend on standard JAXP/Apache Xerces.,Medium,2,153,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-NeedsMigration,NA,NA,NA,NA,0
10,Set 2,CORE (JAVA-API - Image),Image APIs,Internal image APIs,com\.sun\.image\.codec\.jpeg,High,Internal APIs,Replace com.sun.image.codec.jpeg with javax.imageio.ImageIO (Java 8+).,Auto-Refactor,Mechanical refactor to ImageIO; works on both JDK 8 and JDK 21.,Low,0.25,154,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Safe-ImageIO,NA,NA,NA,NA,0
14,Set 3,CORE (SECURITY - Protocol),TLS,Old SSL/TLS versions,(SSLv2|SSLv3|TLSv1|TLSv1\.1),High,Security,Use TLSv1.3 or higher,Manual-API-Change,Adopt modern algorithms/protocols and update configs.,Low,0.75,155,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Safe-SecurityUpdate,NA,NA,NA,NA,0
16,Set 4,CORE (LANGUAGE - Deprecated),Finalize,Object.finalize() calls,\.finalize\s*\(\s*\),Medium,Deprecated Features,Remove finalize calls; rely on proper resource management,Manual-API-Change,Refactor to supported APIs (try-with-resources/concurrency/public access).,Low,0.75,156,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Safe-ResourceMgmt,NA,NA,NA,NA,0
17,Set 4,CORE (LANGUAGE - Deprecated),Finalize,Manual close() without try-with-resources,\.close\s*\(\s*\);(?!.*\s+catch),Medium,Code Quality,"Use try-with-resources: try (BufferedReader br = new BufferedReader(new FileReader(""file.txt""))) { /* ... */ }",Manual-API-Change,Refactor to supported APIs (try-with-resources/concurrency/public access).,Low,0.75,157,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Safe-ResourceMgmt,NA,NA,NA,NA,0
