PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint
287,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-beans.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.beans|org\.springframework\.beans\.factory|org\.springframework\.beans\.factory\.support|org\.springframework\.beans\.factory\.config|org\.springframework\.beans\.factory\.xml|org\.springframework\.beans\.propertyeditors|org\.springframework\.beans\.factory\.annotation|org\.springframework\.beans\.factory\.parsing|org\.springframework\.beans\.factory\.groovy|org\.springframework\.beans\.factory\.access)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.beans|org\.springframework\.beans\.factory|org\.springframework\.beans\.factory\.support|org\.springframework\.beans\.factory\.config|org\.springframework\.beans\.factory\.xml|org\.springframework\.beans\.propertyeditors|org\.springframework\.beans\.factory\.annotation|org\.springframework\.beans\.factory\.parsing|org\.springframework\.beans\.factory\.groovy|org\.springframework\.beans\.factory\.access)\.)|(?:\b(?:org\.springframework\.beans|org\.springframework\.beans\.factory|org\.springframework\.beans\.factory\.support|org\.springframework\.beans\.factory\.config|org\.springframework\.beans\.factory\.xml|org\.springframework\.beans\.propertyeditors|org\.springframework\.beans\.factory\.annotation|org\.springframework\.beans\.factory\.parsing|org\.springframework\.beans\.factory\.groovy|org\.springframework\.beans\.factory\.access)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
288,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-context.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.context|org\.springframework\.format|org\.springframework\.context\.annotation|org\.springframework\.cache|org\.springframework\.format\.datetime|org\.springframework\.jmx|org\.springframework\.scheduling|org\.springframework\.jmx\.export|org\.springframework\.context\.support|org\.springframework\.cache\.interceptor)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.context|org\.springframework\.format|org\.springframework\.context\.annotation|org\.springframework\.cache|org\.springframework\.format\.datetime|org\.springframework\.jmx|org\.springframework\.scheduling|org\.springframework\.jmx\.export|org\.springframework\.context\.support|org\.springframework\.cache\.interceptor)\.)|(?:\b(?:org\.springframework\.context|org\.springframework\.format|org\.springframework\.context\.annotation|org\.springframework\.cache|org\.springframework\.format\.datetime|org\.springframework\.jmx|org\.springframework\.scheduling|org\.springframework\.jmx\.export|org\.springframework\.context\.support|org\.springframework\.cache\.interceptor)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
289,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-core.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.core|org\.springframework\.cglib|org\.springframework\.util|org\.springframework\.cglib\.core|org\.springframework\.core\.convert|org\.springframework\.core\.convert\.support|org\.springframework\.cglib\.proxy|org\.springframework\.cglib\.transform|org\.springframework\.objenesis|org\.springframework\.core\.io)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.core|org\.springframework\.cglib|org\.springframework\.util|org\.springframework\.cglib\.core|org\.springframework\.core\.convert|org\.springframework\.core\.convert\.support|org\.springframework\.cglib\.proxy|org\.springframework\.cglib\.transform|org\.springframework\.objenesis|org\.springframework\.core\.io)\.)|(?:\b(?:org\.springframework\.core|org\.springframework\.cglib|org\.springframework\.util|org\.springframework\.cglib\.core|org\.springframework\.core\.convert|org\.springframework\.core\.convert\.support|org\.springframework\.cglib\.proxy|org\.springframework\.cglib\.transform|org\.springframework\.objenesis|org\.springframework\.core\.io)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
290,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-expression.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.expression|org\.springframework\.expression\.spel|org\.springframework\.expression\.spel\.ast|org\.springframework\.expression\.spel\.support|org\.springframework\.expression\.spel\.standard|org\.springframework\.expression\.common|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$Bracket|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$1|org\.springframework\.expression\.common\.TemplateAwareExpressionParser|org\.springframework\.expression\.ExpressionInvocationTargetException)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.expression|org\.springframework\.expression\.spel|org\.springframework\.expression\.spel\.ast|org\.springframework\.expression\.spel\.support|org\.springframework\.expression\.spel\.standard|org\.springframework\.expression\.common|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$Bracket|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$1|org\.springframework\.expression\.common\.TemplateAwareExpressionParser|org\.springframework\.expression\.ExpressionInvocationTargetException)\.)|(?:\b(?:org\.springframework\.expression|org\.springframework\.expression\.spel|org\.springframework\.expression\.spel\.ast|org\.springframework\.expression\.spel\.support|org\.springframework\.expression\.spel\.standard|org\.springframework\.expression\.common|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$Bracket|org\.springframework\.expression\.common\.TemplateAwareExpressionParser\$1|org\.springframework\.expression\.common\.TemplateAwareExpressionParser|org\.springframework\.expression\.ExpressionInvocationTargetException)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
291,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-web.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.web|org\.springframework\.http|org\.springframework\.web\.context|org\.springframework\.http\.client|org\.springframework\.web\.bind|org\.springframework\.web\.util|org\.springframework\.http\.converter|org\.springframework\.web\.context\.request|org\.springframework\.web\.method|org\.springframework\.web\.context\.support)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.web|org\.springframework\.http|org\.springframework\.web\.context|org\.springframework\.http\.client|org\.springframework\.web\.bind|org\.springframework\.web\.util|org\.springframework\.http\.converter|org\.springframework\.web\.context\.request|org\.springframework\.web\.method|org\.springframework\.web\.context\.support)\.)|(?:\b(?:org\.springframework\.web|org\.springframework\.http|org\.springframework\.web\.context|org\.springframework\.http\.client|org\.springframework\.web\.bind|org\.springframework\.web\.util|org\.springframework\.http\.converter|org\.springframework\.web\.context\.request|org\.springframework\.web\.method|org\.springframework\.web\.context\.support)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
292,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-webmvc.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.web\.servlet|org\.springframework\.web\.servlet\.mvc|org\.springframework\.web\.servlet\.view|org\.springframework\.web\.servlet\.tags|org\.springframework\.web\.servlet\.resource|org\.springframework\.web\.servlet\.config|org\.springframework\.web\.servlet\.handler|org\.springframework\.web\.servlet\.support|org\.springframework\.web\.servlet\.i18n|org\.springframework\.web\.servlet\.theme)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.web\.servlet|org\.springframework\.web\.servlet\.mvc|org\.springframework\.web\.servlet\.view|org\.springframework\.web\.servlet\.tags|org\.springframework\.web\.servlet\.resource|org\.springframework\.web\.servlet\.config|org\.springframework\.web\.servlet\.handler|org\.springframework\.web\.servlet\.support|org\.springframework\.web\.servlet\.i18n|org\.springframework\.web\.servlet\.theme)\.)|(?:\b(?:org\.springframework\.web\.servlet|org\.springframework\.web\.servlet\.mvc|org\.springframework\.web\.servlet\.view|org\.springframework\.web\.servlet\.tags|org\.springframework\.web\.servlet\.resource|org\.springframework\.web\.servlet\.config|org\.springframework\.web\.servlet\.handler|org\.springframework\.web\.servlet\.support|org\.springframework\.web\.servlet\.i18n|org\.springframework\.web\.servlet\.theme)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
293,Set 3 - Third Party,THIRD-PARTY (SSH jar),sshj-0.35.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:net\.schmizz|net\.schmizz\.sshj|net\.schmizz\.sshj\.transport|com\.hierynomus\.sshj|net\.schmizz\.sshj\.userauth|net\.schmizz\.sshj\.connection|net\.schmizz\.sshj\.common|net\.schmizz\.sshj\.connection\.channel|net\.schmizz\.sshj\.sftp|com\.hierynomus\.sshj\.transport)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:net\.schmizz|net\.schmizz\.sshj|net\.schmizz\.sshj\.transport|com\.hierynomus\.sshj|net\.schmizz\.sshj\.userauth|net\.schmizz\.sshj\.connection|net\.schmizz\.sshj\.common|net\.schmizz\.sshj\.connection\.channel|net\.schmizz\.sshj\.sftp|com\.hierynomus\.sshj\.transport)\.)|(?:\b(?:net\.schmizz|net\.schmizz\.sshj|net\.schmizz\.sshj\.transport|com\.hierynomus\.sshj|net\.schmizz\.sshj\.userauth|net\.schmizz\.sshj\.connection|net\.schmizz\.sshj\.common|net\.schmizz\.sshj\.connection\.channel|net\.schmizz\.sshj\.sftp|com\.hierynomus\.sshj\.transport)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
294,Set 3 - Third Party,THIRD-PARTY (SSO jar),SSOapiBean_client.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.gelife|com\.gelife\.base|com\.gelife\.sso|com\.gelife\.sso\.common|com\.gelife\.base\.util|com\.gelife\.base\.common|com\.gelife\.base\.i18n|com\.gelife\.sso\.GELsso|com\.gelife\.sso\.event|com\.gelife\.base\.i18n\.MessageBundle\$EmptyResourceBundle)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.gelife|com\.gelife\.base|com\.gelife\.sso|com\.gelife\.sso\.common|com\.gelife\.base\.util|com\.gelife\.base\.common|com\.gelife\.base\.i18n|com\.gelife\.sso\.GELsso|com\.gelife\.sso\.event|com\.gelife\.base\.i18n\.MessageBundle\$EmptyResourceBundle)\.)|(?:\b(?:com\.gelife|com\.gelife\.base|com\.gelife\.sso|com\.gelife\.sso\.common|com\.gelife\.base\.util|com\.gelife\.base\.common|com\.gelife\.base\.i18n|com\.gelife\.sso\.GELsso|com\.gelife\.sso\.event|com\.gelife\.base\.i18n\.MessageBundle\$EmptyResourceBundle)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
295,Set 3 - Third Party,THIRD-PARTY (JSTL jar),standard-1.0.6-taglibs-standard-1.0.7.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.taglibs\.standard|org\.apache\.taglibs\.standard\.lang|org\.apache\.taglibs\.standard\.tag|org\.apache\.taglibs\.standard\.extra|org\.apache\.taglibs\.standard\.tlv|org\.apache\.taglibs\.standard\.tei|org\.apache\.taglibs\.standard\.resources|org\.apache\.taglibs\.standard\.Version)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.taglibs\.standard|org\.apache\.taglibs\.standard\.lang|org\.apache\.taglibs\.standard\.tag|org\.apache\.taglibs\.standard\.extra|org\.apache\.taglibs\.standard\.tlv|org\.apache\.taglibs\.standard\.tei|org\.apache\.taglibs\.standard\.resources|org\.apache\.taglibs\.standard\.Version)\.)|(?:\b(?:org\.apache\.taglibs\.standard|org\.apache\.taglibs\.standard\.lang|org\.apache\.taglibs\.standard\.tag|org\.apache\.taglibs\.standard\.extra|org\.apache\.taglibs\.standard\.tlv|org\.apache\.taglibs\.standard\.tei|org\.apache\.taglibs\.standard\.resources|org\.apache\.taglibs\.standard\.Version)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
296,Set 3 - Third Party,THIRD-PARTY (STRUTS NES jar),struts-el.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.strutsel\.taglib|org\.apache\.strutsel\.taglib\.html|org\.apache\.strutsel\.taglib\.logic|org\.apache\.strutsel\.taglib\.bean|org\.apache\.strutsel\.taglib\.utils)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.strutsel\.taglib|org\.apache\.strutsel\.taglib\.html|org\.apache\.strutsel\.taglib\.logic|org\.apache\.strutsel\.taglib\.bean|org\.apache\.strutsel\.taglib\.utils)\.)|(?:\b(?:org\.apache\.strutsel\.taglib|org\.apache\.strutsel\.taglib\.html|org\.apache\.strutsel\.taglib\.logic|org\.apache\.strutsel\.taglib\.bean|org\.apache\.strutsel\.taglib\.utils)\.[A-Za-z_$][\w$]*\b)",High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5,Yes,No,Requires Migration,No,No,Dual-FrameworkMigration
297,Set 3 - Third Party,THIRD-PARTY (STRUTS NES jar),struts-legacy.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.struts\.legacy|org\.apache\.struts\.legacy\.GenericConnection|org\.apache\.struts\.legacy\.GenericDataSource)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.struts\.legacy|org\.apache\.struts\.legacy\.GenericConnection|org\.apache\.struts\.legacy\.GenericDataSource)\.)|(?:\b(?:org\.apache\.struts\.legacy|org\.apache\.struts\.legacy\.GenericConnection|org\.apache\.struts\.legacy\.GenericDataSource)\.[A-Za-z_$][\w$]*\b)",High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5,Yes,No,Requires Migration,No,No,Dual-FrameworkMigration
298,Set 3 - Third Party,THIRD-PARTY (STRUTS NES jar),struts.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.struts|org\.apache\.struts\.taglib|org\.apache\.struts\.taglib\.nested|org\.apache\.struts\.tiles|org\.apache\.struts\.taglib\.html|org\.apache\.struts\.action|org\.apache\.struts\.taglib\.tiles|org\.apache\.struts\.config|org\.apache\.struts\.taglib\.logic|org\.apache\.struts\.taglib\.bean)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.struts|org\.apache\.struts\.taglib|org\.apache\.struts\.taglib\.nested|org\.apache\.struts\.tiles|org\.apache\.struts\.taglib\.html|org\.apache\.struts\.action|org\.apache\.struts\.taglib\.tiles|org\.apache\.struts\.config|org\.apache\.struts\.taglib\.logic|org\.apache\.struts\.taglib\.bean)\.)|(?:\b(?:org\.apache\.struts|org\.apache\.struts\.taglib|org\.apache\.struts\.taglib\.nested|org\.apache\.struts\.tiles|org\.apache\.struts\.taglib\.html|org\.apache\.struts\.action|org\.apache\.struts\.taglib\.tiles|org\.apache\.struts\.config|org\.apache\.struts\.taglib\.logic|org\.apache\.struts\.taglib\.bean)\.[A-Za-z_$][\w$]*\b)",High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5,Yes,No,Requires Migration,No,No,Dual-FrameworkMigration
299,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan-2.7.3.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)\.)|(?:\b(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-XML-Align
300,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan-j_2_6_0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)\.)|(?:\b(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-XML-Align
301,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)\.)|(?:\b(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-XML-Align
302,Set 3 - Third Party,THIRD-PARTY (XML jar),xerces.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)\.)|(?:\b(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-XML-Align
303,Set 3 - Third Party,THIRD-PARTY (XML jar),xi_databinding.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ebao\.ls\.ih\.eai)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ebao\.ls\.ih\.eai)\.)|(?:\b(?:com\.ebao\.ls\.ih\.eai)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
304,Set 3 - Third Party,THIRD-PARTY (XML jar),xml-apis.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xmlcommons\.Version)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xmlcommons\.Version)\.)|(?:\b(?:org\.apache\.xmlcommons\.Version)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-XML-Align
